Statement_ZH,Statement_EN,Petition_ZH,Petition-EN,Similarity_Score,Number_of_Votes
您是否贊成公投與大選分開舉辦？2018 年九合一選舉併公投在實務上出現問題，執政黨於 2019 修法通過，自明年起 公投與大選分開舉辦，且每兩年一次。公投與大選同時舉辦，會使選務機關與選務人員過於疲憊，而公投議題也可能受 政治動員與大選因素而失焦。公投綁大選，可減少選舉投票次數、節約公帑支出。,"The government's amendment to the law was passed in 2019, so that the referendum and the general election will be held separately from next year onwards, and once every two years. Holding the referendum and the general election at the same time will make the electoral agency and electoral staff too tired, and the referendum issue may also be out of focus due to political mobilization and general election factors. The referendum is tied to the general election, which can reduce the number of election votes and save public funds.",目前選舉補助款需要修定定上限、任期未任職滿 75 任期全數追回補助款。端正選風、改善政治風氣。目前確選舉補助 款形同選舉中高額彩票中獎。高雄市市長為例實領數千萬元新台幣。他號一瓶水一碗飯競選。選舉活動搞無限額百揮 霍、哪能公然補助數千萬元新台幣不需乖乖做滿任期剛一上任不務正職、再動心思事新競選賺新選舉補助款。建議政府 儘速球修訂、免無端浪費資源。,"At present, the election subsidy needs to be revised to set a ceiling, and the subsidy will be fully recovered if the term of office is not completed by 75 terms. To rectify the election culture and improve the political climate. At present, election subsidies are like winning a high-dollar lottery in an election. The mayor of Kaohsiung City, for example, received tens of millions of New Taiwan dollars in real money. He ran for office with a bottle of water and a bowl of rice. He is not required to be good enough to serve his full term, but he is thinking of running for office to earn new election subsidies. We suggest the government to revise it as soon as possible to avoid wasting resources for no reason",0.538117111,217
您是否贊成公投與大選分開舉辦？2018 年九合一選舉併公投在實務上出現問題，執政黨於 2019 修法通過，自明年起 公投與大選分開舉辦，且每兩年一次。公投與大選同時舉辦，會使選務機關與選務人員過於疲憊，而公投議題也可能受 政治動員與大選因素而失焦。公投綁大選，可減少選舉投票次數、節約公帑支出。,"The government's amendment to the law was passed in 2019, so that the referendum and the general election will be held separately from next year onwards, and once every two years. Holding the referendum and the general election at the same time will make the electoral agency and electoral staff too tired, and the referendum issue may also be out of focus due to political mobilization and general election factors. The referendum is tied to the general election, which can reduce the number of election votes and save public funds.",實體投票當天動線安排教室每個投票學校或里民中心，加徵一個房間、教室專門公投票，進行舉選里里民同一間教室公 投。,"On the day of the physical voting, a classroom will be arranged for each polling school or RCC, and an additional room or classroom will be dedicated to the referendum to elect RI residents in the same classroom",0.536611438,11
您是否贊成法官貪污三審定讞應追回停職期間所支領的薪水？立法院 108.6 通過《法官法》修正案，若法官有貪污行 為，經有罪判決確定或經職務法庭裁決確定，應繳回停職期間所支領的薪水。法官作為司法的守護者，理應用更高的標 準來規範。公務員停職期間發放之部分薪水，乃是為維持基本生活所需，判決後若追討則會使其生活陷入困境。,"Do you agree that judges should recover the salary they received during the period of suspension when they are convicted of corruption in the third trial? The Legislative Yuan passed an amendment to the Judges Act on 108.6, which stipulates that if a judge commits a corrupt act and is confirmed by a guilty verdict or by a ruling of a duty court, he or she should pay back the salary he or she received during the period of suspension. Judges, as guardians of justice, should apply higher standards to regulate them. Part of the salaries paid by civil servants during the suspension period is for the maintenance of basic living needs. If they are recovered after the judgment, their lives will be in trouble.",廢止軍法官轉任司法官之法源，以維護司法權之獨立、廢止利益廢止軍法官轉任司法官法源，杜絕軍法干預司法可能 性，宣示政府維持司法權獨立決心。 原條例制定緣軍法人員轉任司法官條例係民國 331018 日由國民政府明令公布法 律，因訓政時期參加第二次世界大戰，部隊中有眾軍法官設置，鼓勵民眾報考軍法官意願，故國民政府制定本條例，戰 後軍中無法維持高比例軍法官預先規劃。、 經律師考試、司法事務官考試、檢察事務官考試公務人員高等考試法制類 科及格，並經國防專業訓練合格者。,"The abolition of the legal source of military judges to become judicial officers is to safeguard the independence of judicial power and abolish the interest of abolishing the legal source of military judges to become judicial officers, to eliminate the possibility of military interference in the judiciary, and to declare the government's determination to maintain the independence of judicial power. The original ordinance was enacted because the National Government published the law on the 8th of January, 33101, because of the participation in the Second World War during the training period, there were many military judges in the army and encouraged the public to apply for military judges. The National Government enacted this law to encourage the public to apply for military judges",0.651156843,16
您是否贊成法官貪污三審定讞應追回停職期間所支領的薪水？立法院 108.6 通過《法官法》修正案，若法官有貪污行 為，經有罪判決確定或經職務法庭裁決確定，應繳回停職期間所支領的薪水。法官作為司法的守護者，理應用更高的標 準來規範。公務員停職期間發放之部分薪水，乃是為維持基本生活所需，判決後若追討則會使其生活陷入困境。,"Do you agree that judges should recover the salary they received during the period of suspension when they are convicted of corruption in the third trial? The Legislative Yuan passed an amendment to the Judges Act on 108.6, which stipulates that if a judge commits a corrupt act and is confirmed by a guilty verdict or by a ruling of a duty court, he or she should pay back the salary he or she received during the period of suspension. Judges, as guardians of justice, should apply higher standards to regulate them. Part of the salaries paid by civil servants during the suspension period is for the maintenance of basic living needs. If they are recovered after the judgment, their lives will be in trouble.",檢舉交通違規應發放檢舉人罰單金額一部份獎金利益 1.增加人民守法動機 2.減少違規案件發生率 3.獎金有助改善生活 品質 4.減少違規案件造成民刑事案件發生率 5.交通事件違規需求警力可能減少時間處理重大案件 6.檢舉相關器材大賣 商機提升經濟助力 7.國庫罰單收入大增影響 1.違規案件減少 2.檢舉達增加 3.道路號誌標線維護需要更加強釐清違規事 實為何要發放獎金原因 1.行車記錄器相機舉報工具需要經費購買維護 2.違規者造成危害防止主動行為給獎勵 3.警力有 限無法處理違規案件警民協防有效制止違規案件發生率發放獎金是最好方式 4.獎金發放可依情節罰單金額制定適當比 列符合比列原則,1. increase people's motivation to comply with the law 2. reduce the incidence of non-compliance cases 3. bonus helps improve the quality of life 4. reduce the incidence of non-compliance cases caused by civil criminal cases 5. traffic incident violations demand police may reduce the time to deal with major cases 6. Road sign and marking maintenance needs to be stronger to clarify the facts of the violation Why do we need to pay bonuses 1. The amount of fines is in accordance with the principle of proportionality,0.598762572,56
您是否贊成法官貪污三審定讞應追回停職期間所支領的薪水？立法院 108.6 通過《法官法》修正案，若法官有貪污行 為，經有罪判決確定或經職務法庭裁決確定，應繳回停職期間所支領的薪水。法官作為司法的守護者，理應用更高的標 準來規範。公務員停職期間發放之部分薪水，乃是為維持基本生活所需，判決後若追討則會使其生活陷入困境。,"Do you agree that judges should recover the salary they received during the period of suspension when they are convicted of corruption in the third trial? The Legislative Yuan passed an amendment to the Judges Act on 108.6, which stipulates that if a judge commits a corrupt act and is confirmed by a guilty verdict or by a ruling of a duty court, he or she should pay back the salary he or she received during the period of suspension. Judges, as guardians of justice, should apply higher standards to regulate them. Part of the salaries paid by civil servants during the suspension period is for the maintenance of basic living needs. If they are recovered after the judgment, their lives will be in trouble.",希望政府對詐騙車手處重罰有助減少國犯罪率達到嚇阻效果希望政府參加看看加害者敢騙別錢要給權難道騙被害者沒人 權?希望政府對詐騙車手以詐騙金額判刑最重希望判 15 最輕至少 10 被害者騙光積蓄判無期徒刑假釋詐騙車手出獄希 望境管出境重者至少境管 20 最輕者境管 15 境管實施話出獄之後還會想辦法出國詐騙,I hope the government will impose heavy penalties on fraudulent drivers to help reduce the national crime rate to achieve the deterrent effect I hope the government will participate to see the victim dare to cheat other money to give the right to cheat the victim no human rights? I hope the government to fraudulent drivers to the amount of fraud sentenced to the heaviest hope to sentence 15 at least 10 victims cheated all the savings sentenced to life imprisonment parole fraudulent drivers out of prison hope that the border control out of the heavy at least the border control 20 at least the lightest border control 15 border control implementation of the case after prison will find ways to go abroad to cheat,0.591419458,26
您是否贊成法官貪污三審定讞應追回停職期間所支領的薪水？立法院 108.6 通過《法官法》修正案，若法官有貪污行 為，經有罪判決確定或經職務法庭裁決確定，應繳回停職期間所支領的薪水。法官作為司法的守護者，理應用更高的標 準來規範。公務員停職期間發放之部分薪水，乃是為維持基本生活所需，判決後若追討則會使其生活陷入困境。,"Do you agree that judges should recover the salary they received during the period of suspension when they are convicted of corruption in the third trial? The Legislative Yuan passed an amendment to the Judges Act on 108.6, which stipulates that if a judge commits a corrupt act and is confirmed by a guilty verdict or by a ruling of a duty court, he or she should pay back the salary he or she received during the period of suspension. Judges, as guardians of justice, should apply higher standards to regulate them. Part of the salaries paid by civil servants during the suspension period is for the maintenance of basic living needs. If they are recovered after the judgment, their lives will be in trouble.",配合勞基法修正，政府應取消國旅卡，恢復休假獎金政府身為雇主，應遵守最低標準勞基法規定。即公務員未休完之特 休，應發還工資休假獎金。勞基法已經修正，勞工未休完之特休，雇主折算工資發還給勞工，勞工勞動部檢舉進行勞動 檢查。政府身為公部門勞工雇主公務員國營事業，未休完之特休，改以國民旅遊卡強制消費，近期國旅卡改革，無疑要 求公務員特定旅遊業者消費。故建議配合勞基法修正，政府應取消國旅卡，恢復休假獎金。勞基法新制／特休假沒放完 折算工資特休假沒放完折算工資特休假禁遞延沒休完須給薪,"In line with the amendment to the Labor Standards Law, the government should abolish the National Travel Card and reinstate the leave bonus The government, as an employer, should comply with the minimum standard Labor Standards Law. The government, as an employer, should comply with the provisions of the Labor Standards Law, i.e., civil servants should be reimbursed for any unused special leave. The Labor Standards Law has been amended so that if a worker does not finish his or her special leave, the employer will pay the worker back his or her wages and the Ministry of Labor will report the case for labor inspection. The government, as the employer of public sector workers and civil servants in the state-run business, has changed the mandatory spending of uncompleted special leave to the national travel card, and the recent reform of the national travel card has undoubtedly required civil servants to spend money on specific tourism industries. Therefore, it is suggested that the government should abolish the National Travel Card and reinstate the leave bonus in line with the amendment of the Labor Standards Law. The new system of the Labor Standards Law/ Discounted wages for uncompleted special leave Discounted wages for uncompleted special leave Deferment of special leave is prohibited and must be paid for uncompleted leave",0.583036423,7535
您是否贊成法官貪污三審定讞應追回停職期間所支領的薪水？立法院 108.6 通過《法官法》修正案，若法官有貪污行 為，經有罪判決確定或經職務法庭裁決確定，應繳回停職期間所支領的薪水。法官作為司法的守護者，理應用更高的標 準來規範。公務員停職期間發放之部分薪水，乃是為維持基本生活所需，判決後若追討則會使其生活陷入困境。,"Do you agree that judges should recover the salary they received during the period of suspension when they are convicted of corruption in the third trial? The Legislative Yuan passed an amendment to the Judges Act on 108.6, which stipulates that if a judge commits a corrupt act and is confirmed by a guilty verdict or by a ruling of a duty court, he or she should pay back the salary he or she received during the period of suspension. Judges, as guardians of justice, should apply higher standards to regulate them. Part of the salaries paid by civil servants during the suspension period is for the maintenance of basic living needs. If they are recovered after the judgment, their lives will be in trouble.",支持糾正環保署鼓勵民眾檢舉獎勵制度取消民眾違規案件之獎金分成 1.降低民眾環保署獎金制度轉變成人生財圖利方 法造成不良印象.2.環保署將獎勵金轉增加稽查單位人手設備提供適當獎金予稽查單位增加積效.支持糾正環保署鼓勵民 眾檢舉獎勵制度取消民眾違規案件之獎金分成目前檢舉達獲利一年達 77 萬元發展出檢舉達人粉絲團補習班器材專賣. 因檢舉不具公務員身分亦非執法單位訂定一獎金分成制度藉此圖利提供影片因有獲利未經當事人同意侵犯檢舉肖像權及 隱私權疑慮身為國家機關帶頭鼓勵民眾違法顯有不當.交通違規民眾檢舉案件警政署早已取消檢舉獎金制度然環保署仍 維持舊規特提此議支持取消民眾違規案件之獎金分成.,"Support to correct the EPA's incentive system to encourage the public to report cases and cancel the bonus share of the public's violation cases. 1. 2. The EPA will increase the manpower of the inspection unit by transferring the incentive money to the inspection unit and provide appropriate bonuses to the inspection unit to increase the effectiveness. Support to correct the EPA's incentive system to encourage people to report cases and abolish the bonus share for people who violate the law. As a state agency, it is inappropriate to take the lead in encouraging citizens to break the law. The police department has long since abolished the bonus system for reporting traffic violations, but the Environmental Protection Agency still maintains the old rules and is making this motion to support the abolition of the bonus share for citizen violations",0.574244142,7
您是否贊成建立法官全面評鑑與淘汰機制？今年 6 月立法院修正法官法廢止法官全面評核制度、強化個案評鑑，並接 受當事人或被害人提出評鑑請求，但系統性的法官全面評鑑制度並未納入修法。人民對於司法信任度普遍較低，肇因於 審理時間冗長、判決有違人民法感情等。現況下已設置法官評鑑的機制，且確實有發揮效果（請見附件 3）,"Do you support the establishment of a comprehensive evaluation and elimination mechanism for judges? In June this year, the Legislative Yuan amended the Judges Act to abolish the comprehensive evaluation system for judges, strengthen case evaluation, and accept requests for evaluation from clients or victims, but the systemic comprehensive evaluation system for judges was not included in the amendment. The people's trust in the judiciary is generally low, due to the lengthy trial time and the judgment that violates the people's law. At present, a judge evaluation mechanism has been set up, and it is indeed effective (please see Annex 3)",廢止軍法官轉任司法官之法源，以維護司法權之獨立、廢止利益廢止軍法官轉任司法官法源，杜絕軍法干預司法可能 性，宣示政府維持司法權獨立決心。 原條例制定緣軍法人員轉任司法官條例係民國 331018 日由國民政府明令公布法 律，因訓政時期參加第二次世界大戰，部隊中有眾軍法官設置，鼓勵民眾報考軍法官意願，故國民政府制定本條例，戰 後軍中無法維持高比例軍法官預先規劃。、 經律師考試、司法事務官考試、檢察事務官考試公務人員高等考試法制類 科及格，並經國防專業訓練合格者。,"The abolition of the legal source of military judges to become judicial officers is to safeguard the independence of judicial power and abolish the interest of abolishing the legal source of military judges to become judicial officers, to eliminate the possibility of military interference in the judiciary, and to declare the government's determination to maintain the independence of judicial power. The original ordinance was enacted because the National Government published the law on the 8th of January, 33101, because of the participation in the Second World War during the training period, there were many military judges in the army and encouraged the public to apply for military judges. The National Government enacted this law to encourage the public to apply for military judges.",0.737028301,16
您是否贊成建立法官全面評鑑與淘汰機制？今年 6 月立法院修正法官法廢止法官全面評核制度、強化個案評鑑，並接 受當事人或被害人提出評鑑請求，但系統性的法官全面評鑑制度並未納入修法。人民對於司法信任度普遍較低，肇因於 審理時間冗長、判決有違人民法感情等。現況下已設置法官評鑑的機制，且確實有發揮效果（請見附件 3）,"Do you support the establishment of a comprehensive evaluation and elimination mechanism for judges? In June this year, the Legislative Yuan amended the Judges Act to abolish the comprehensive evaluation system for judges, strengthen case evaluation, and accept requests for evaluation from clients or victims, but the systemic comprehensive evaluation system for judges was not included in the amendment. The people's trust in the judiciary is generally low, due to the lengthy trial time and the judgment that violates the people's law. At present, a judge evaluation mechanism has been set up, and it is indeed effective (please see Annex 3)",研議公務人員評鑑單位主管制度避免主管公報私仇、徇私包庇、賞罰不公，建議修正人事相關法規，增訂單位部屬評鑑 主管措施，以汰適任主管。 目前公務員單位主管每四個需考核所屬次，年終並評當年考績，惟部分主管樑不正，職位 係不正方法謀得，適任主管及踐行職務，弭補制度缺憾，應增訂部屬評鑑主管機制，符合公務員考核健全制度。,"The system for evaluating unit supervisors in the public service should be revised to avoid personal vendettas, favoritism, and unfair rewards and punishments by supervisors, and it is recommended that personnel-related laws and regulations be amended to add measures for evaluating unit supervisors in order to eliminate suitable supervisors. At present, every four years, the head of a civil service unit needs to be evaluated, and at the end of the year, the performance of the year is also evaluated. However, some supervisors are not properly beamed, and their positions are obtained through improper methods",0.628593564,21
您是否贊成建立法官全面評鑑與淘汰機制？今年 6 月立法院修正法官法廢止法官全面評核制度、強化個案評鑑，並接 受當事人或被害人提出評鑑請求，但系統性的法官全面評鑑制度並未納入修法。人民對於司法信任度普遍較低，肇因於 審理時間冗長、判決有違人民法感情等。現況下已設置法官評鑑的機制，且確實有發揮效果（請見附件 3）,"Do you support the establishment of a comprehensive evaluation and elimination mechanism for judges? In June this year, the Legislative Yuan amended the Judges Act to abolish the comprehensive evaluation system for judges, strengthen case evaluation, and accept requests for evaluation from clients or victims, but the systemic comprehensive evaluation system for judges was not included in the amendment. The people's trust in the judiciary is generally low, due to the lengthy trial time and the judgment that violates the people's law. At present, a judge evaluation mechanism has been set up, and it is indeed effective (please see Annex 3)",教檢考後應公布試題 107 教檢考公布試題，維持考試公平公正性？保證不會黑箱作業發生？，考生成績，考生準備方 向會影響考試應秉持公平、公正、公開原則。107 教檢考後應公布試題，不公開試題，確保考試公平性公正性？全民 共同檢閱試題，維持試題品質，應考人機會釋疑，確保題目不會有所偏頗，維持考試公平性穩定性。,,0.562395215,5086
您是否贊成建立法官全面評鑑與淘汰機制？今年 6 月立法院修正法官法廢止法官全面評核制度、強化個案評鑑，並接 受當事人或被害人提出評鑑請求，但系統性的法官全面評鑑制度並未納入修法。人民對於司法信任度普遍較低，肇因於 審理時間冗長、判決有違人民法感情等。現況下已設置法官評鑑的機制，且確實有發揮效果（請見附件 3）,"Do you support the establishment of a comprehensive evaluation and elimination mechanism for judges? In June this year, the Legislative Yuan amended the Judges Act to abolish the comprehensive evaluation system for judges, strengthen case evaluation, and accept requests for evaluation from clients or victims, but the systemic comprehensive evaluation system for judges was not included in the amendment. The people's trust in the judiciary is generally low, due to the lengthy trial time and the judgment that violates the people's law. At present, a judge evaluation mechanism has been set up, and it is indeed effective (please see Annex 3)",重新審核死刑定義對這種死刑犯諾教化可能須直接判死，不須一絲步假設罪犯已經殺一人情況，會不會反正殺一人死 刑，殺兩人十人死刑情況，死刑設置會不會重大罪犯更加窮凶極惡?政府一定重新死刑審核現殺不會判死刑，難道人命 命這種殺人犯，判他死刑有錯，他關 10 幾年牢浪費納稅錢,,0.556342542,57
您是否贊成建立法官全面評鑑與淘汰機制？今年 6 月立法院修正法官法廢止法官全面評核制度、強化個案評鑑，並接 受當事人或被害人提出評鑑請求，但系統性的法官全面評鑑制度並未納入修法。人民對於司法信任度普遍較低，肇因於 審理時間冗長、判決有違人民法感情等。現況下已設置法官評鑑的機制，且確實有發揮效果（請見附件 3）,"Do you support the establishment of a comprehensive evaluation and elimination mechanism for judges? In June this year, the Legislative Yuan amended the Judges Act to abolish the comprehensive evaluation system for judges, strengthen case evaluation, and accept requests for evaluation from clients or victims, but the systemic comprehensive evaluation system for judges was not included in the amendment. The people's trust in the judiciary is generally low, due to the lengthy trial time and the judgment that violates the people's law. At present, a judge evaluation mechanism has been set up, and it is indeed effective (please see Annex 3)",建立警政單位警械使用鑑定委員會保證警務人員社會民眾生命安全，司法警務人員有所尊重。警械使用，為國大器警政 人員安全近年，警械使用，社會不安，警務人員心寒。法律觀點，計較得失。以事司法鑑定，一位警務人員當下警械使 用，忘記當下人員社會安危，使民眾警務人員失望，警務人員寒蟬忌憚使用相關警械，司法無法伸張。建議組建警械使 用鑑定委員會，警務人員使用相關警械有所依據，司法了解專業,,0.554518342,8
您是否贊成恢復義務役？我國政府依「募兵制實施計畫」兵役制度正轉向為募兵制，但目前民國 83 年以後出生役男仍 依法服 4 個月常備兵役軍事訓練，亦屬徵兵制義務役，故現行兵役制度仍為『募徵併行』制。對比原有的一年役期， 四個月的軍事訓練役役期太短，可能無法成為有效的戰力來保衛國家。國軍推動募兵制的原因為：世界兵役趨勢、戰鬥 趨勢的改變、少子化問題、提升人力素質等；綜上所述，目前的政策符合現代戰略需求。,"Do you support the reinstatement of compulsory military service? The military service system is changing to a conscription system in accordance with the ""Conscription Implementation Plan"", but at present, men born after 1983 still serve four months of military training in the standing military service according to the law, which is also conscription compulsory service. Compared with the original oneyear service period, the four-month military training service period is too short and may not be an effective combat force to defend the country. The reasons for the national army to promote the recruitment system are: the trend of military service in the world, the change of combat trend, the problem of low birthrate, the improvement of human quality, etc. In summary, the current policy is in line with modern strategic needs.",更改無當兵制自由當兵改為無當兵制現在台灣社會世界安詳，何需當兵，改為無當兵制自由想要當兵,"Changing the non-duty system to free to be a soldier to non-duty system Now the world is safe in Taiwan society, why do you need to be a soldier, change to non-duty system to free to be a soldier",0.611376226,8
您是否贊成恢復義務役？我國政府依「募兵制實施計畫」兵役制度正轉向為募兵制，但目前民國 83 年以後出生役男仍 依法服 4 個月常備兵役軍事訓練，亦屬徵兵制義務役，故現行兵役制度仍為『募徵併行』制。對比原有的一年役期， 四個月的軍事訓練役役期太短，可能無法成為有效的戰力來保衛國家。國軍推動募兵制的原因為：世界兵役趨勢、戰鬥 趨勢的改變、少子化問題、提升人力素質等；綜上所述，目前的政策符合現代戰略需求。,"Do you support the reinstatement of compulsory military service? The military service system is changing to a conscription system in accordance with the ""Conscription Implementation Plan"", but at present, men born after 1983 still serve four months of military training in the standing military service according to the law, which is also conscription compulsory service. Compared with the original oneyear service period, the four-month military training service period is too short and may not be an effective combat force to defend the country. The reasons for the national army to promote the recruitment system are: the trend of military service in the world, the change of combat trend, the problem of low birthrate, the improvement of human quality, etc. In summary, the current policy is in line with modern strategic needs.",軍公教人員每月退撫基金自付額列入所得稅計算促進課稅公平勞工退休新制 9471 實施，依財政部 94930 日台財稅字 09404571910 號令規定，依勞工退休金條例 14 條第 3 項規定，每月工資 6 範圍自願提繳並得自當年度所得總額中 扣除之金額，扣繳義務人免予扣繳，免計入各類所得扣繳暨免扣繳單之給付總額申報。 惟軍公教人員依所得稅法相關 規定，月薪資本俸、專業加給學術研究費均需列入所得稅法 14 條第 1 項 3 類薪資所得規定課稅，另須依職務俸點提撥 退撫基金?,"In accordance with the Ministry of Finance's Order No. 09404571910 dated 94930, the amount voluntarily contributed to the monthly pension fund and deducted from the current year's total income in accordance with Article 14, Item 3 of the Labor Pension Act, is exempted from withholding by the withholding agent and is not included in the total amount of various types of income withholding. The total amount of benefits reported in the income withholding and exemption forms. However, in accordance with the Income Tax Law, the monthly salaries and wages of military and public education personnel, professional fees and academic research fees are taxable under Article 14, Paragraph 1, Category 3 of the Income Tax Law, and the pension fund is also required to be set aside in accordance with the salary points of their duties.",0.562467337,5439
您是否贊成恢復義務役？我國政府依「募兵制實施計畫」兵役制度正轉向為募兵制，但目前民國 83 年以後出生役男仍 依法服 4 個月常備兵役軍事訓練，亦屬徵兵制義務役，故現行兵役制度仍為『募徵併行』制。對比原有的一年役期， 四個月的軍事訓練役役期太短，可能無法成為有效的戰力來保衛國家。國軍推動募兵制的原因為：世界兵役趨勢、戰鬥 趨勢的改變、少子化問題、提升人力素質等；綜上所述，目前的政策符合現代戰略需求。,"Do you support the reinstatement of compulsory military service? The military service system is changing to a conscription system in accordance with the ""Conscription Implementation Plan"", but at present, men born after 1983 still serve four months of military training in the standing military service according to the law, which is also conscription compulsory service. Compared with the original oneyear service period, the four-month military training service period is too short and may not be an effective combat force to defend the country. The reasons for the national army to promote the recruitment system are: the trend of military service in the world, the change of combat trend, the problem of low birthrate, the improvement of human quality, etc. In summary, the current policy is in line with modern strategic needs.",仿效泰國兵役抽籤制度 1.培養全民國家觀念。2.提升國民災害應變能力。3.避免國家戰備人力匱乏。4.遇到緊急危 害，有效進行全民動員。5.有效應用人力中華民國憲法 20 條人民法律服兵役之義務明文規定中華民國公民滿 18 歲者 應服兵役兵役期限應恢復二年國防科技新月異需要相當時間訓練應參考國外作法 1.先行募兵員額不足役男再分體位抽 籤 2.再將簽種區分陸海空海陸警察消防 3.抽籤以國防軍種優先配置多餘人力再配警察消防 4.役男應以丙種體位丁種體 位為準,The government of the Republic of China (R.O.C.) has been working with the government of the Republic of China (R.O.C.) to develop a national concept of military service. 2. to enhance the nation's ability to respond to disasters. 3. to avoid a shortage of manpower for national preparedness. 4. to effectively mobilize the entire population in case of emergency hazards. 5. to effectively apply manpower. The first thing to do is to recruit a shortage of soldiers and then divide the number of men into physical positions and draw lots 2,0.559601068,2
您是否贊成恢復義務役？我國政府依「募兵制實施計畫」兵役制度正轉向為募兵制，但目前民國 83 年以後出生役男仍 依法服 4 個月常備兵役軍事訓練，亦屬徵兵制義務役，故現行兵役制度仍為『募徵併行』制。對比原有的一年役期， 四個月的軍事訓練役役期太短，可能無法成為有效的戰力來保衛國家。國軍推動募兵制的原因為：世界兵役趨勢、戰鬥 趨勢的改變、少子化問題、提升人力素質等；綜上所述，目前的政策符合現代戰略需求。,"Do you support the reinstatement of compulsory military service? The military service system is changing to a conscription system in accordance with the ""Conscription Implementation Plan"", but at present, men born after 1983 still serve four months of military training in the standing military service according to the law, which is also conscription compulsory service. Compared with the original oneyear service period, the four-month military training service period is too short and may not be an effective combat force to defend the country. The reasons for the national army to promote the recruitment system are: the trend of military service in the world, the change of combat trend, the problem of low birthrate, the improvement of human quality, etc. In summary, the current policy is in line with modern strategic needs.",軍人享有出國旅行自由行權利現社會網路發達，出國旅行應有選擇符合需求，不應限制跟團旅行花多費用。職業軍人應 該享有出國旅行自由規劃行程，不強制規定參加旅行社團體旅行,"Military personnel have the right to travel abroad freely. With the development of the Internet in our society, there should be choices to travel abroad to meet the needs of the people, and there should not be restrictions on how much money can be spent on travelling with a tour group. Professional soldiers should enjoy the freedom to plan their itineraries for overseas trips and should not be forced to join group trips with travel agencies",0.542994022,2709
您是否贊成恢復義務役？我國政府依「募兵制實施計畫」兵役制度正轉向為募兵制，但目前民國 83 年以後出生役男仍 依法服 4 個月常備兵役軍事訓練，亦屬徵兵制義務役，故現行兵役制度仍為『募徵併行』制。對比原有的一年役期， 四個月的軍事訓練役役期太短，可能無法成為有效的戰力來保衛國家。國軍推動募兵制的原因為：世界兵役趨勢、戰鬥 趨勢的改變、少子化問題、提升人力素質等；綜上所述，目前的政策符合現代戰略需求。,"Do you support the reinstatement of compulsory military service? The military service system is changing to a conscription system in accordance with the ""Conscription Implementation Plan"", but at present, men born after 1983 still serve four months of military training in the standing military service according to the law, which is also conscription compulsory service. Compared with the original oneyear service period, the four-month military training service period is too short and may not be an effective combat force to defend the country. The reasons for the national army to promote the recruitment system are: the trend of military service in the world, the change of combat trend, the problem of low birthrate, the improvement of human quality, etc. In summary, the current policy is in line with modern strategic needs.",恢復 2 徵兵制提高國民國防意識提升國防實力增進愛國之心增加國力有效提升國家戰力防護力！中國近日文攻武臺 灣，習近平絕對不放棄武力犯台，短短四個軍事訓練役輕人真的辦法戰場？中華民國目前兵役問題嚴重，募兵制推行多 年仍無法達目標，留任屬少數，整體國防兵源明顯嚴重不足。現行 4 兵役根本無法有效學習，國防一再強調全民國防 根本無法達，愛國之心蕩然無存，軍事法庭廢除改由法院審理，軍令如山打破，中華民國軍嚴何在？沒有國有家，應該 恢復 2 年制兵役，中華健兒軍中磨砥心智、增健體魄，全民國防意識提高、中華健兒人人戰場何須擔心外國施加壓 力？恢復 2 兵役，最少應該將 4 軍事訓練役延長一年。,"The restoration of the 2 conscription system to raise national defense awareness to enhance national defense strength to increase patriotism to increase national strength to effectively enhance the country's combat protection power! The R.O.C. has been in the midst of a major political crisis in the United States, and it has been a major problem in the United States. The Republic of China currently has a serious military service problem, the recruitment system has been implemented for many years but still can not achieve the goal, retention is a minority, the overall defense of the military is obviously a serious shortage. The current 4 military service simply cannot be effectively learned, the national defense has repeatedly stressed that the national defense of all people simply can not be achieved, patriotism is gone, the court martial abolished and replaced by the court trial, military orders are broken, the ROC military dignity where? The two-year military service should be reinstated, so that the Chinese children can be trained in the military to strengthen their minds and bodies, and to raise the awareness of national defense. If the two-year military service is reinstated, at least the four-year military training service should be extended for one year.",0.532653272,417
